test_id,timestamp,location_name,latitude,longitude,source,data_source,ssid,bssid,signal_pct,estimated_rssi_dbm,band,channel,radio_type,rx_link_mbps,tx_link_mbps,wifi_interface,adapter_description,ping_host,latency_ms,jitter_ms,packet_loss_pct,ping_packets_received,ping_packets_sent,download_mbps,upload_mbps
32b1b7ff-3950-41ac-b5be-bda453cd63b8,2026-09-19T08:30:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,94,-53.0,2.4 GHz,44,802.11ax,231.6,241.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,25.12,20.53,0.0,10,10,60.47,50.53
98c58e66-c739-46f1-ac8c-d8a624292568,2026-09-19T09:00:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,43,-73.9,5 GHz,144,802.11ax,278.1,357.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,25.59,1.0,3.7,10,10,67.03,56.17
0ad1d6a1-ef7d-4566-8df3-b161d4ec9077,2026-09-19T09:30:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,83,-75.9,2.4 GHz,11,802.11ax,337.2,346.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.38,10.56,8.2,10,10,53.54,44.47
0cb3aeb2-9ad4-459d-8f43-fa6bb64e394c,2026-09-19T10:00:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,57,-70.4,2.4 GHz,1,802.11ax,356.0,522.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.43,1.0,2.6,10,10,135.19,60.01
dfc20a51-a790-4488-9325-c074241f6573,2026-09-19T10:30:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,36,-63.3,2.4 GHz,44,802.11ax,282.6,196.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.48,26.54,3.5,10,10,47.09,61.37
38c0cf5c-945c-4c1e-b552-8d056079efe8,2026-09-19T11:00:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,63,-59.2,5 GHz,44,802.11ax,273.2,285.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.57,10.1,0.0,10,10,46.67,58.48
9a9d89a2-b7c2-4a75-b447-dca1cd959d98,2026-09-19T11:30:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,57,-56.1,5 GHz,11,802.11ax,288.1,434.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,27.05,12.83,0.0,10,10,92.66,84.3
4fc6b2f6-910d-47e3-a999-8c82106cebb5,2026-09-19T12:00:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,86,-60.0,5 GHz,48,802.11ax,478.8,428.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.13,9.45,4.4,10,10,47.83,66.33
dab2dd40-d253-43ef-86c7-5dc5048d9a69,2026-09-19T12:30:00,Payne Hall,37.230531,-80.422258,synthetic,synthetic,eduroam,,62,-64.7,5 GHz,36,802.11ax,464.1,147.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.71,6.61,1.2,10,10,111.64,51.63
b1fb29c8-3c69-4b0e-b83e-cab62027358d,2026-09-19T08:00:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,47,-68.8,5 GHz,1,802.11ax,307.9,387.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.03,5.19,0.0,10,10,79.41,13.41
887ab382-4432-400d-8e1e-1a724fd87dd8,2026-09-19T08:30:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,88,-69.6,2.4 GHz,48,802.11ax,301.1,506.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,26.46,3.46,0.1,10,10,59.54,84.74
74729f4d-aca6-4480-9560-ac54a0e675b8,2026-09-19T09:00:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,59,-57.8,5 GHz,40,802.11ax,77.9,29.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.12,4.44,0.0,10,10,96.41,63.29
b1025853-0d9a-402d-9f3d-3a7230738bb5,2026-09-19T09:30:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,59,-77.4,2.4 GHz,11,802.11ax,406.6,429.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.46,22.59,0.0,10,10,25.26,40.56
3fe033af-242c-4c69-9db9-1aa8cbc869ee,2026-09-19T10:00:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,69,-62.6,2.4 GHz,40,802.11ax,105.8,565.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.54,16.96,1.7,10,10,88.4,71.21
d3f51441-9923-4957-8878-36a07e2f2dce,2026-09-19T10:30:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,78,-58.7,5 GHz,144,802.11ax,471.3,290.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.34,1.0,2.5,10,10,26.5,65.06
25f65606-49d2-4dd4-af43-04f73ab7d485,2026-09-19T11:00:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,78,-74.7,5 GHz,40,802.11ax,193.1,488.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,16.58,8.12,0.1,10,10,51.93,100.2
92334256-cca9-43a4-a137-78b557217a01,2026-09-19T11:30:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,60,-55.0,2.4 GHz,1,802.11ax,128.1,361.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.26,3.52,2.0,10,10,79.03,35.22
afb01ab2-362f-48a7-ba6b-4870e8d11ab1,2026-09-19T12:00:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,69,-68.7,5 GHz,36,802.11ax,251.7,322.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.98,1.0,0.0,10,10,52.13,33.04
a2ae163b-c912-4ed4-97aa-3d5a5cea85d9,2026-09-19T12:30:00,Hillcrest Hall,37.231523,-80.423812,synthetic,synthetic,eduroam,,64,-53.0,2.4 GHz,40,802.11ax,373.8,335.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,16.6,9.95,3.4,10,10,120.86,94.38
60ce6b94-dc10-4027-a7f3-a9f27b725464,2026-09-19T08:00:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,77,-66.6,2.4 GHz,48,802.11ax,431.7,226.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,24.44,9.85,7.0,10,10,51.9,99.54
886cf5ce-5d33-4290-ae7e-bed881e00198,2026-09-19T08:30:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,73,-71.3,2.4 GHz,44,802.11ax,214.5,407.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.12,8.13,7.2,10,10,128.87,67.97
613ddd3f-2982-4382-a26f-af5b9f910bc1,2026-09-19T09:00:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,70,-63.8,5 GHz,44,802.11ax,224.6,75.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.33,5.07,4.1,10,10,65.1,91.0
5d58c1f4-7ee8-46d6-a669-dc1d72fec429,2026-09-19T09:30:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,84,-64.7,5 GHz,44,802.11ax,506.8,50.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,27.82,7.51,6.1,10,10,21.84,43.46
050bb2d5-8c77-4f2e-8059-55f237384629,2026-09-19T10:00:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,85,-63.2,5 GHz,40,802.11ax,478.0,450.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.93,3.02,1.6,10,10,64.57,17.28
d1536b31-e41e-4e3d-b2b6-16f6b6cbcf73,2026-09-19T10:30:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,69,-66.5,5 GHz,44,802.11ax,433.5,200.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.31,1.0,3.9,10,10,107.2,50.2
abb9d34e-29b2-46c6-b067-993ba22f421f,2026-09-19T11:00:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,70,-65.9,5 GHz,48,802.11ax,276.4,399.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.33,1.0,3.7,10,10,58.12,19.56
f2534455-ccbe-448c-a36c-5162c9baf6bf,2026-09-19T11:30:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,61,-53.0,5 GHz,48,802.11ax,403.4,558.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,10.03,12.21,0.0,10,10,96.37,80.94
ce51100b-4655-4e67-a2c8-9971ec870c58,2026-09-19T12:00:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,91,-66.5,5 GHz,48,802.11ax,272.9,311.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.54,8.72,2.9,10,10,71.28,59.28
0bc2be72-09d1-4f96-ac3e-ceef78d15328,2026-09-19T12:30:00,Upper Quad,37.229523,-80.425571,synthetic,synthetic,eduroam,,31,-56.0,5 GHz,40,802.11ax,332.1,391.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,9.9,2.66,2.2,10,10,92.96,37.69
5dcebd49-4e6f-4d5f-a20d-eaa7194b77a8,2026-09-19T08:00:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,61,-70.7,2.4 GHz,40,802.11ax,268.5,313.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.25,4.32,1.8,10,10,90.0,62.19
32d00221-8f04-4a4b-a465-723fd7680933,2026-09-19T08:30:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,65,-63.2,2.4 GHz,144,802.11ax,389.5,461.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,26.9,1.0,0.0,10,10,22.46,79.98
ebf6f5a8-542e-4b4c-92d8-444f72a5f84c,2026-09-19T09:00:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,63,-62.9,5 GHz,48,802.11ax,456.3,436.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.4,14.26,3.1,10,10,61.38,21.69
457ee583-59d0-4ff0-b43a-122f6a733d98,2026-09-19T09:30:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,52,-78.0,5 GHz,6,802.11ax,448.0,29.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,23.23,25.42,4.1,10,10,15.82,100.2
010546f2-5450-402f-a3b6-693677966c25,2026-09-19T10:00:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,70,-67.2,5 GHz,40,802.11ax,34.0,200.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.24,17.02,0.0,10,10,73.22,29.27
e4963f1b-ff9f-421c-b99f-609ac4fe064e,2026-09-19T10:30:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,40,-53.0,5 GHz,6,802.11ax,34.0,419.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,22.16,14.19,1.5,10,10,77.17,55.85
f915e8d6-2fdd-49c3-a80a-46a392163a0f,2026-09-19T11:00:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,55,-67.7,5 GHz,144,802.11ax,143.0,128.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.84,19.08,3.5,10,10,23.83,33.33
bf03a9ea-2b7f-4452-ab1c-9c8fd085689e,2026-09-19T11:30:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,88,-74.5,5 GHz,6,802.11ax,251.2,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.05,9.56,0.0,10,10,118.36,55.54
c17c9da8-f52e-45bc-956c-dab508538c35,2026-09-19T12:00:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,58,-64.3,5 GHz,6,802.11ax,318.1,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,24.48,11.58,0.0,10,10,89.06,75.34
3b2243bd-80fa-43ee-9d45-52e2862736a1,2026-09-19T12:30:00,Lower Quad,37.226034,-80.426034,synthetic,synthetic,eduroam,,65,-61.8,5 GHz,48,802.11ax,496.8,455.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.19,22.39,0.0,10,10,81.48,38.37
fff09a79-a40b-441d-a4ab-7dcda50a6ef9,2026-09-19T08:00:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,94,-77.0,5 GHz,44,802.11ax,271.7,505.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.48,9.44,0.0,10,10,50.28,70.94
0b8e1baf-855b-4a07-b445-ecffc5354467,2026-09-19T08:30:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,46,-57.8,5 GHz,44,802.11ax,91.5,180.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,26.03,21.29,0.0,10,10,91.97,96.92
124c84cf-8713-40dd-8a50-1f5720cf4afc,2026-09-19T09:00:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,62,-66.9,5 GHz,36,802.11ax,51.9,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,10.86,1.0,0.0,10,10,135.19,69.35
8a14f451-74e7-4be1-9480-4e97f9777add,2026-09-19T09:30:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,88,-63.0,5 GHz,11,802.11ax,197.8,396.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,28.39,1.0,0.0,10,10,95.99,100.2
675c42fc-81cf-4e56-bf2a-91236ec3fbbb,2026-09-19T10:00:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,65,-53.0,5 GHz,48,802.11ax,298.7,382.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.62,12.36,0.0,10,10,15.82,1.25
8ee21e10-0fd9-4e01-ad0b-58ff9298f76b,2026-09-19T10:30:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,60,-72.3,5 GHz,48,802.11ax,394.8,189.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.06,4.24,1.8,10,10,89.89,71.52
971f028f-8a78-42fd-912d-62b1501f0370,2026-09-19T11:00:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,49,-73.6,5 GHz,144,802.11ax,110.2,194.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,24.41,8.62,1.2,10,10,70.78,66.24
9a034ee6-2cac-45e8-ac31-4d3e67dd113d,2026-09-19T11:30:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,94,-84.4,5 GHz,36,802.11ax,455.6,331.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.46,15.42,0.0,10,10,82.37,65.18
48ed5268-69c3-4b8c-adad-fcd54b296fc0,2026-09-19T12:00:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,57,-55.3,5 GHz,144,802.11ax,383.9,338.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.39,28.64,3.5,10,10,22.96,44.83
1bb3b27a-d7cf-4d14-a195-bd44029d6aef,2026-09-19T12:30:00,Owens Hall,37.226529,-80.423784,synthetic,synthetic,eduroam,,88,-72.7,5 GHz,48,802.11ax,332.8,404.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.22,1.0,0.0,10,10,15.82,64.49
ebcb7045-4d7f-477b-a641-1e425275e6e7,2026-09-19T08:00:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,75,-72.7,5 GHz,40,802.11ax,146.1,389.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.55,7.84,0.0,10,10,60.76,48.45
252a0786-3270-4449-bc17-1ec3f32d481e,2026-09-19T08:30:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,56,-62.0,5 GHz,48,802.11ax,194.1,99.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.04,2.66,0.0,10,10,89.48,32.4
a6bd9868-7c84-47ea-b85e-ed030127125f,2026-09-19T09:00:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,79,-57.8,2.4 GHz,44,802.11ax,117.3,29.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.62,14.19,0.0,10,10,15.82,44.1
21c9826f-d2bd-4a79-a9cc-15026bcc02fb,2026-09-19T09:30:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,77,-79.4,5 GHz,40,802.11ax,309.0,113.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.48,1.0,0.0,10,10,73.53,100.2
0e0bc9b6-8f0b-49cc-98c3-51de4e50a5dd,2026-09-19T10:00:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,56,-69.4,5 GHz,40,802.11ax,448.5,169.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,9.9,4.88,0.0,10,10,15.82,64.29
ba1736c1-31ee-4acb-8e15-2e03d5addb95,2026-09-19T10:30:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,74,-53.8,5 GHz,36,802.11ax,124.3,302.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,22.49,19.22,4.4,10,10,82.66,76.79
fdf5052b-ef8b-48d3-bbc4-527d896a2f8b,2026-09-19T11:00:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,57,-63.3,5 GHz,44,802.11ax,197.4,304.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,23.34,12.77,0.0,10,10,79.77,63.1
669511cb-db92-4f45-9d95-45562c0d4db2,2026-09-19T11:30:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,69,-70.9,5 GHz,144,802.11ax,452.2,520.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.49,16.02,0.0,10,10,28.57,93.84
ffb5e78c-26d7-4ac5-ad89-2d636cd1a0be,2026-09-19T12:00:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,63,-67.4,5 GHz,44,802.11ax,347.6,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.78,15.49,0.8,10,10,82.4,94.5
bdeabcb2-59f0-4f05-8cd8-b390b8544a52,2026-09-19T12:30:00,Ag Quad,37.225034,-80.426832,synthetic,synthetic,eduroam,,80,-59.7,5 GHz,36,802.11ax,434.9,138.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,9.9,24.21,0.0,10,10,66.8,50.65
41c73ea2-c6f7-4e72-9cbf-cfbac9e8a14d,2026-09-19T08:00:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,76,-57.0,5 GHz,6,802.11ax,233.4,411.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,28.45,13.64,1.8,10,10,124.78,84.69
5d0ad48f-d9ca-4bb2-ad66-a07037e5add7,2026-09-19T08:30:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,54,-62.1,5 GHz,40,802.11ax,39.8,386.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.74,4.23,2.5,10,10,113.29,57.89
b5bbc364-41b1-421d-8565-461acd739d59,2026-09-19T09:00:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,76,-53.0,5 GHz,11,802.11ax,161.4,359.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,22.89,9.9,0.0,10,10,66.43,89.6
0b945a33-341d-45f9-9a95-033fae5b44dd,2026-09-19T09:30:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,74,-59.7,5 GHz,44,802.11ax,331.4,538.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.87,10.33,0.0,10,10,96.78,92.51
274a5e96-8351-469e-bbb1-1d22f5af2a30,2026-09-19T10:00:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,60,-75.8,2.4 GHz,48,802.11ax,452.5,331.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.49,10.79,3.0,10,10,109.59,72.78
cce2e6b8-2616-4917-9f7f-457060243628,2026-09-19T10:30:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,79,-62.7,5 GHz,48,802.11ax,34.0,418.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.62,1.0,5.1,10,10,127.39,39.13
1b77eeaf-dfca-4480-90ba-0ecb4d61dafc,2026-09-19T11:00:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,92,-70.5,5 GHz,6,802.11ax,287.1,501.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.3,10.67,2.9,10,10,42.21,56.88
bffe855b-c9f5-44fc-89e3-8b450a04fa85,2026-09-19T11:30:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,57,-53.0,5 GHz,44,802.11ax,504.3,177.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.93,7.0,0.0,10,10,96.03,80.57
0a965256-42d3-4fcd-9177-3b8c34c03a2d,2026-09-19T12:00:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,71,-53.0,5 GHz,48,802.11ax,334.2,218.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.8,1.0,3.0,10,10,101.95,36.02
70784334-a5b6-40d8-918b-627740f93119,2026-09-19T12:30:00,Slusher Hall,37.224897,-80.426815,synthetic,synthetic,eduroam,,59,-65.6,5 GHz,1,802.11ax,574.0,369.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.16,13.87,5.8,10,10,127.35,75.22
6904b648-42ba-4a74-a33e-7568529efe02,2026-09-19T08:00:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,58,-77.6,5 GHz,48,802.11ax,255.8,555.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,12.47,7.92,1.3,10,10,61.8,1.25
4779eff0-abf8-45ed-951c-b90fd031f52a,2026-09-19T08:30:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,66,-56.2,5 GHz,44,802.11ax,393.2,448.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,24.0,7.55,0.0,10,10,45.89,37.29
d4b2f1a6-3dd3-45c5-bf05-81862c323469,2026-09-19T09:00:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,65,-61.4,5 GHz,1,802.11ax,447.4,276.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.41,4.58,3.9,10,10,135.19,25.46
88a3d0a8-19e7-40b1-a09c-14cccf95b162,2026-09-19T09:30:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,48,-66.6,5 GHz,11,802.11ax,298.7,135.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.63,6.32,3.5,10,10,89.37,70.86
7673b52e-fbf5-4b71-a9ea-21a07bd8bd6b,2026-09-19T10:00:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,68,-53.0,2.4 GHz,144,802.11ax,125.7,414.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.38,26.99,0.9,10,10,84.93,37.73
92597a33-4aac-465f-8bae-f9c917491659,2026-09-19T10:30:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,63,-69.1,5 GHz,6,802.11ax,206.3,398.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,27.39,16.14,0.0,10,10,81.47,92.09
fc6ca0a2-a404-4ff7-9d01-09ce454581de,2026-09-19T11:00:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,44,-59.6,2.4 GHz,144,802.11ax,340.3,166.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,16.96,7.22,0.3,10,10,109.5,36.9
80a81641-d4a9-4545-a46d-cb9cbc8e848f,2026-09-19T11:30:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,89,-67.9,5 GHz,44,802.11ax,314.7,207.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.01,4.59,0.0,10,10,77.76,96.83
c3c51fbd-1a18-422f-b5db-61e1badd0138,2026-09-19T12:00:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,76,-67.4,2.4 GHz,44,802.11ax,507.2,382.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,26.96,23.93,0.0,10,10,51.65,38.87
08817999-a9c7-4a5d-85be-561e7f928e03,2026-09-19T12:30:00,Vet Med,37.222517,-80.429015,synthetic,synthetic,eduroam,,40,-70.0,5 GHz,40,802.11ax,454.1,295.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,13.63,4.24,0.0,10,10,65.65,39.65
536ea607-f702-4db8-ae05-766ff8f4dbd1,2026-09-19T08:00:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,54,-55.8,5 GHz,44,802.11ax,391.4,284.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.94,9.23,3.7,10,10,94.76,77.62
7130d89e-4ceb-4c90-8978-278ef3f8991e,2026-09-19T08:30:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,61,-67.5,2.4 GHz,36,802.11ax,351.5,244.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.39,18.8,0.0,10,10,56.31,80.31
